From,To,Count
1554,5990,6
1554,6086,1
1554,6276,2
1556,1419,2
1556,2554,2
1556,2750,2
1556,4050,1
1556,4868,1
1556,5194,2
1557,1924,1
1557,2135,1
1557,2518,3
1557,3032,7
1557,3497,4
1557,3939,2
1557,4055,4
1557,4411,1
1557,4895,3
1557,5298,3
1557,5359,1
1558,2566,4
1558,2720,2
1558,3031,4
1558,3177,4
1558,4442,2
1558,5983,2
1559,1341,2
1559,1648,4
1560,271,1
1560,336,4
1560,551,5
1560,573,1
1560,606,7
1560,1082,2
1560,1084,3
1560,1223,47
1560,1384,2
1560,1560,6
1560,1834,19
1560,1978,9
1560,2703,19
1560,2709,1
1560,2974,1
1560,3010,8
1560,3077,3
1560,3252,6
1560,3388,2
1560,3445,1
1560,3497,8
1560,3627,2
1560,3765,1
1560,3775,8
1560,3852,11
1560,4055,17
1560,4303,38
1560,4391,29
1560,4410,5
1560,4589,13
1560,4824,50
1560,4895,2
1560,5069,4
1560,5081,1
1560,5227,2
1560,5247,3
1560,5494,3
1560,5697,1
1560,5990,1
1560,6086,3
1560,6124,6
1560,6211,7
1560,6293,1
1561,1283,4
1561,2693,2
1561,2720,4
1561,4880,6
1562,253,2
1562,2750,1
1562,2998,6
1562,3002,4
1562,3061,2
1562,3379,6
1562,4888,1
1562,5215,3
1562,5911,6
1562,6371,4
1564,3004,1
1564,4109,1
1564,4177,2
1565,428,2
1565,515,2
1565,5223,1
1565,5571,4
1565,5892,4
1566,729,2
1566,1591,3
1566,1961,4
1566,2651,5
1566,4853,2
1566,5509,4
1567,489,1
1567,3040,8
1567,3079,1
1567,3798,1
1567,3863,5
1567,4073,3
1567,5276,5
1567,6056,2
1568,5509,12
1569,98,4
1569,1753,8
1569,4038,4
1570,2198,2
1570,3389,2
1570,4432,3
1571,160,4
1571,436,3
1571,522,2
1571,687,16
1571,1327,4
1571,1680,5
1571,1753,1
1571,1938,4
1571,3476,10
1571,4242,16
1571,4383,2
1571,5509,2
1571,5982,4
1571,6005,16
1571,6175,11
1572,2292,6
1573,1919,6
1574,103,12
1576,1150,46
1577,1150,168
1578,544,23
1578,1578,2
1578,2991,6
1578,3139,23
1580,1330,2
1581,5794,2
1583,1374,3
1584,443,48
1584,2693,4
1584,2720,6
1585,1327,2
1585,1692,2
1585,4154,2
1586,729,3
1586,3116,6
1586,4442,6
1586,5087,2
1586,5911,6
1587,3417,1
1588,171,4
1588,260,1
1588,266,3
1588,368,1
1588,376,1
1588,609,14
1588,835,32
1588,1041,6
1588,1052,1
1588,1072,2
1588,1350,1
1588,1404,3
1588,1461,5
1588,1469,1
1588,1538,1
1588,1595,2
1588,1661,4
1588,2065,17
1588,2130,1
1588,2263,1
1588,2366,6
1588,2408,2
1588,2747,1
1588,2867,1
1588,3043,1
1588,3055,1
1588,3210,2
1588,3297,14
1588,3319,3
1588,3490,1
1588,3556,3
1588,3584,5
1588,3595,1
1588,3718,1
1588,4034,4
1588,4043,1
1588,4137,9
1588,4173,1
1588,4251,1
1588,4364,2
1588,4437,3
1588,4443,6
1588,4513,1
1588,4826,2
1588,4840,1
1588,4944,4
1588,5468,4
1588,5604,38
1588,5617,3
1588,5812,2
1588,5840,3
1588,5842,1
1588,5862,2
1588,5889,2
1588,5900,3
1588,5922,4
1588,5967,1
1588,6180,10
1588,6186,1
1588,6238,1
1588,6242,6
1588,6423,19
1588,6518,4
1589,4073,3
1589,6056,2
1591,259,1
1591,588,1
1591,776,1
1591,1241,4
1591,1391,1
1591,1566,4
1591,1797,1
1591,1857,1
1591,1919,1
1591,1961,8
1591,2187,2
1591,2975,1
1591,3571,1
1591,3713,1
1591,3995,3
1591,4127,4
1591,4810,2
1591,5466,2
1591,5509,24
1591,5839,9
1591,5968,22
1591,6056,23
1591,6060,2
1592,3002,3
1592,3417,3
1593,446,3
1593,662,6
1593,2763,3
1593,3445,3
1593,5909,3
1593,6211,3
1594,1742,6
1594,2293,3
1594,2766,6
1594,3246,6
1594,3304,6
1594,4310,6
1594,5076,3
1594,5316,6
1594,5462,5
1594,6405,3
1595,1588,2
1595,1661,1
1595,3043,1
1595,3508,1
1595,3584,2
1595,3787,5
1595,4944,3
1595,5604,1
1595,5812,1
1595,6180,1
1596,1753,1
1596,2750,1
1596,3417,1
1596,5212,1
1597,296,2
1597,301,2
1597,1106,2
1597,1454,1
1597,2012,1
1597,2029,2
1597,2067,1
1597,2598,1
1597,2619,1
1597,3316,1
1597,3822,1
1597,4044,2
1597,4383,9
1597,5228,2
1597,5530,1
1597,5644,1
1598,328,3
1598,5144,3
1599,1289,1
1599,1454,1
1599,3244,1
1599,3316,1
1599,3863,1
1599,4141,1
1599,4383,5
1599,6123,1
1601,2186,1
1601,2573,6
1601,2672,2
1601,2720,6
1601,3129,1
1601,3481,1
1601,3991,2
1601,4442,4
1601,5983,3
1602,729,1
1602,3995,1
1602,4073,2
1602,5839,1
1602,6056,8
1603,5462,9
1604,1604,2
1604,5569,1
1604,5986,1
1604,6280,2
1605,168,24
1605,301,8
1605,331,8
1605,753,2
1605,1605,1
1605,1926,2
1605,2209,9
1605,2975,2
1605,4073,2
1605,4432,3
1605,4885,16
1605,5351,14
1605,5480,2
1606,265,5
1606,5583,3
1606,6148,7
1606,6452,3
1607,1607,1
1607,3004,1
1607,5224,3
1607,5577,1
1608,4141,1
1608,4383,4
1608,4768,4
1609,120,1
1609,492,1
1609,2665,1
1609,3863,2
1609,4421,1
1609,6434,1
1610,313,2
1610,1601,2
1610,2720,8
1610,5272,6
1611,905,10
1611,1812,22
1611,5478,50
1611,6442,8
1613,3297,21
1614,1123,7
1614,1197,3
1615,1457,2
1615,1724,2
1615,2690,2
1615,4709,2
1616,293,1
1616,1026,4
1617,2209,7
1617,3417,1
1618,3445,8
1619,1619,6
1620,2720,6
1621,1621,6
1622,3760,3
1623,1026,240
1623,1728,3
1623,2946,3
1623,2949,3
1623,3457,183
1623,4507,6
1623,5566,12
1623,5635,6
1623,5870,3
1624,1026,9
1625,1625,7
1626,5509,4
1627,4190,4
1630,2980,15
1632,1746,2
1634,4391,12
1635,544,6
1637,5509,4
1637,6056,2
1638,2369,3
1638,3344,3
1638,4759,3
1639,2750,1
1640,1719,1
1641,6306,1
1642,98,2
1642,123,2
1642,489,1
1642,609,2
1642,1097,2
1642,1642,6
1642,2783,2
1642,5419,2
1642,5462,3
1642,6415,3
1643,3453,3
1643,5726,3
1643,6415,3
1644,1097,2
1644,5893,2
1647,2209,6
1647,4078,1
1647,5733,3
1647,6346,1
1648,126,1
1648,304,2
1648,349,5
1648,497,1
1648,607,2
1648,716,1
1648,787,1
1648,882,2
1648,1021,2
1648,1098,1
1648,1128,2
1648,1142,1
1648,1208,5
1648,1341,1
1648,1355,1
1648,1494,4
1648,1512,3
1648,1537,1
1648,1648,3
1648,1741,16
1648,1847,1
1648,2537,6
1648,2637,15
1648,2638,4
1648,2657,33
1648,2715,14
1648,2967,30
1648,2980,1
1648,3037,83
1648,3068,1
1648,3089,1
1648,3171,4
1648,3353,84
1648,3472,3
1648,3528,1
1648,3616,2
1648,3804,1
1648,3831,2
1648,3882,1
1648,3955,1
1648,4170,1
1648,4354,2
1648,4805,29
1648,4855,1
1648,5024,1
1648,5182,2
1648,5202,58
1648,5244,4
1648,5287,3
1648,5297,1
1648,5411,5
1648,5924,8
1648,5981,2
1648,6306,13
1649,490,1
1649,1773,1
1649,1919,14
1649,2292,3
1649,2455,9
1649,2566,2
1649,2576,1
1649,3040,6
1649,3863,2
1649,4136,1
1649,4421,1
1649,4663,3
1649,5294,1
1650,1313,3
1650,4137,9
1650,5020,2
1651,979,1
1651,1375,1
1651,1860,1
1651,2304,1
1651,2795,2
1651,3413,1
1651,3497,2
1651,3675,1
1651,3897,1
1651,4055,2
1651,5341,1
1651,5878,1
1652,533,1
1652,544,294
1652,1010,1
1652,1042,5
1652,1086,9
1652,1139,9
1652,1241,1
1652,1400,12
1652,1419,3
1652,1430,1
1652,1455,6
1652,2094,5
1652,2325,15
1652,2369,1
1652,2544,3
1652,2770,8
1652,2903,45
1652,3040,3
1652,3106,39
1652,3121,1
1652,3152,1
1652,3713,2
1652,3847,5
1652,3863,36
1652,4311,3
1652,4435,10
1652,4470,21
1652,4834,1
1652,5086,1
1652,5383,10
1652,5693,2
1652,5940,21
1652,6049,2
1653,2763,1
1653,3405,1
1653,3445,2
1653,4391,3
1653,5869,1
1654,5968,10
1655,544,24
1655,1796,3
1655,2268,6
1655,2903,3
1655,3455,3
1655,4072,3
1655,4435,3
1655,5509,2
1655,5568,3
1655,6522,3
1655,6580,15
1656,2346,7
1657,2720,10
1657,5215,3
1657,5851,2
1657,5911,6
1657,5948,2
1657,5980,4
1657,6465,2
1658,2720,8
1658,5486,2
1658,5983,2
1659,2750,4
1660,1374,6
1660,4148,2
1661,835,13
1661,1588,1
1661,1595,1
1661,2366,1
1661,2867,2
1661,3319,5
1661,3643,1
1661,3787,4
1661,4034,2
1661,5604,6
1661,5812,2
1661,6002,2
1661,6180,3
1661,6242,2
1662,1710,3
1662,3380,3
1662,4144,6
1662,4802,3
1663,1137,3
1663,4127,3
1664,6415,6
1665,171,2
1665,1069,12
1665,1317,3
1665,1648,2
1665,2292,5
1665,2573,62
1665,2627,11
1665,2965,5
1665,2969,8
1665,3417,5
1665,3435,1
1665,3715,1
1665,3760,2
1665,4037,5
1665,4347,1
1665,5096,2
1665,5215,47
1665,5419,2
1665,5514,16
1665,5911,55
1665,5983,2
1665,6007,1
1665,6245,1
1666,571,3
1666,794,1
1666,1026,4
1666,1801,3
1666,2209,1
1666,2652,1
1666,3304,6
1666,3313,8
1666,3967,1
1666,4054,9
1666,4073,3
1666,4816,1
1666,5251,3
1666,5291,8
1666,5429,2
1666,5713,3
1666,5978,1
1666,6415,3
1667,444,1
1667,609,1
1667,869,4
1667,1049,12
1667,2888,1
1667,3245,3
1667,3508,2
1667,3530,1
1667,4264,1
1667,4437,1
1667,5604,1
1668,1190,9
1668,1668,12
1668,2509,9
1668,3203,9
1668,3774,3
1668,5990,3
1668,6101,9
1669,168,1
1669,326,4
1669,895,2
1669,2568,1
1669,3000,18
1669,3065,3
1669,3193,1
1669,3995,5
1669,4298,18
1669,5462,3
1669,5509,11
1669,5689,3
1669,6093,3
1669,6145,4
1669,6248,6
1669,6505,3
1670,422,3
1670,606,4
1670,1375,2
1670,1463,2
1670,1756,7
1670,2824,1
1670,3345,3
1670,3380,4
1670,3388,3
1670,3497,1
1670,3609,6
1670,4391,1
1670,4433,3
1670,4934,1
1670,5187,2
1670,5667,3
1670,6136,3
1670,6276,1
1671,226,1
1671,227,1
1671,449,2
1671,706,2
1671,1384,3
1671,1671,1
1671,2066,1
1671,2824,1
1671,3010,1
1671,3195,3
1671,3497,1
1671,3897,11
1671,4411,4
1671,4774,5
1671,5227,1
1671,5692,1
1671,5697,14
1671,5910,4
1671,6124,1
1672,2292,3
1672,5166,3
1673,2205,1
1673,3968,10
1673,6591,4
1675,5509,3
1675,5704,3
1676,5509,2
1677,2599,3
1677,3457,3
1678,5466,2
1678,5509,3
1679,281,1
1679,4516,1
1680,168,4
1680,307,11
1680,1419,6
1680,1423,2
1680,2115,3
1680,2292,10
1680,3040,31
1680,3488,4
1680,3636,1
1680,3863,35
1680,4037,6
1680,4383,2
1680,4432,4
1680,5288,3
1680,5337,11
1680,5473,7
1680,5577,1
1680,6005,8
1680,6338,2
1680,6567,8
1682,3258,3
1682,4125,3
1682,5269,3
1683,1341,6
1683,2292,3
1683,2750,7
1683,2953,1
1683,3406,1
1683,3417,3
1683,3443,3
1683,3819,3
1683,5711,2
1683,5991,3
1683,6415,3
1684,301,2
1684,1710,4
1684,2518,3
1684,2750,3
1684,3002,5
1684,3345,1
1684,3417,2
1684,3497,7
1684,4337,3
1684,5214,2
1684,5298,1
1684,5304,2
1684,5341,1
1684,5697,9
1684,5818,5
1684,6086,3
1685,2300,2
1685,2767,2
1685,4502,2
1685,5223,10
1685,5462,9
1685,6522,9
1686,2818,5
1686,5099,3
1687,764,1
1687,2301,3
1687,4050,1
1687,4259,3
1687,5165,1
1687,5194,1
1687,5462,3
1687,5991,1
1688,903,3
1688,1434,6
1688,4432,6
1688,5221,6
1689,1753,10
1690,1557,1
1690,1925,2
1690,3060,3
1690,3445,7
1690,3609,2
1690,4522,2
1690,5359,4
1691,5462,3
1691,5732,3
1692,608,1
1692,730,2
1692,775,1
1692,971,4
1692,1040,1
1692,1327,14
1692,1424,1
1692,2070,4
1692,2083,1
1692,2290,1
1692,2292,3
1692,2554,1
1692,2562,4
1692,2718,2
1692,2750,2
1692,2775,3
1692,3004,1
1692,3029,3
1692,3049,2
1692,3417,6
1692,3455,1
1692,3620,2
1692,3863,1
1692,3948,2
1692,4000,3
1692,4014,1
1692,4348,2
1692,4432,7
1692,5074,2
1692,5126,2
1692,5223,12
1692,5277,4
1692,5462,6
1692,5852,2
1692,6254,3
1692,6357,6
1692,6415,9
1693,1197,1
1693,3246,2
1693,4190,1
1694,319,4
1694,412,1
1694,544,6
1694,902,1
1694,1026,1
1694,1208,1
1694,1426,2
1694,1455,1
1694,1648,8
1694,1922,2
1694,1999,2
1694,2958,2
1694,2975,1
1694,3116,2
1694,3344,1
1694,3787,5
1694,4033,1
1694,4078,2
1694,4412,9
1694,4766,2
1694,6051,2
1694,6056,2
1694,6171,3
1694,6254,1
1695,3043,2
1696,253,2
1696,1937,3
1696,4829,5
1696,4838,5
1696,4916,5
1696,5207,3
1696,5215,19
1697,5983,7
1698,661,2
1698,2292,3
1698,2775,3
1698,3049,3
1698,4073,5
1698,5509,2
1698,6056,2
1699,287,3
1699,1311,6
1699,1521,3
1699,2651,3
1699,5462,7
1700,595,1
1700,1700,1
1700,2570,1
1700,2614,1
1700,2826,1
1700,5341,1
1701,4044,2
1701,4137,8
1702,2720,6
1703,2554,2
1703,5277,2
1704,2693,66
1704,2720,2
1704,3958,74
1705,171,3
1705,606,4
1705,2720,22
1705,5308,36
1705,5983,16
1706,2029,1
1706,3250,2
1706,4383,1
1706,4833,2
1706,4909,2
1707,536,3
1707,2094,3
1707,3344,7
1707,3445,1
1708,180,2
1709,544,12
1710,29,13
1710,124,5
1710,211,1
1710,358,8
1710,371,5
1710,391,3
1710,476,5
1710,564,3
1710,570,4
1710,595,51
1710,606,4
1710,646,3
1710,649,46
1710,662,4
1710,755,4
1710,768,35
1710,977,4
1710,1084,49
1710,1108,11
1710,1223,10
1710,1311,4
1710,1321,12
1710,1325,12
1710,1333,4
1710,1343,4
1710,1367,32
1710,1375,61
1710,1384,5
1710,1402,58
1710,1406,7
1710,1426,3
1710,1428,3
1710,1517,4
1710,1524,3
1710,1554,63
1710,1633,45
1710,1662,7
1710,1665,7
1710,1670,9
1710,1684,46
1710,1710,20
1710,1727,3
1710,1874,88
1710,1920,14
1710,1925,14
1710,2066,9
1710,2080,4
1710,2084,4
1710,2162,3
1710,2231,13
1710,2242,26
1710,2304,4
1710,2351,3
1710,2551,18
1710,2554,2
1710,2570,4
1710,2583,20
1710,2589,4
1710,2605,4
1710,2606,4
1710,2669,1
1710,2706,36
1710,2720,3
1710,2744,3
1710,2763,78
1710,2892,10
1710,2942,6
1710,2969,1
1710,3000,4
1710,3016,29
1710,3018,11
1710,3025,10
1710,3045,1
1710,3077,4
1710,3182,6
1710,3195,11
1710,3198,7
1710,3211,6
1710,3230,4
1710,3330,66
1710,3344,1
1710,3345,5
1710,3380,44
1710,3430,33
1710,3445,152
1710,3497,19
1710,3621,12
1710,3634,4
1710,3644,3
1710,3675,4
1710,3686,4
1710,3687,109
1710,3715,6
1710,3748,4
1710,3765,3
1710,3775,6
1710,3849,17
1710,3852,95
1710,3861,137
1710,3897,17
1710,3911,8
1710,3983,151
1710,3984,3
1710,4018,4
1710,4040,4
1710,4049,12
1710,4068,42
1710,4078,3
1710,4101,660
1710,4102,7
1710,4129,13
1710,4144,164
1710,4258,1
1710,4337,79
1710,4372,40
1710,4378,1
1710,4391,1
1710,4410,4
1710,4434,22
1710,4436,1
1710,4506,3
1710,4522,8
1710,4609,7
1710,4802,3
1710,4821,14
1710,4824,15
1710,4934,7
1710,5089,14
1710,5187,3
1710,5227,6
1710,5277,2
1710,5301,2
1710,5303,27
1710,5304,3
1710,5319,2
1710,5341,36
1710,5510,6
1710,5667,9
1710,5697,91
1710,5809,4
1710,5818,16
1710,5862,6
1710,5869,8
1710,5873,7
1710,5881,10
1710,5883,4
1710,5909,183
1710,5910,15
1710,5947,7
1710,5990,380
1710,6052,3
1710,6086,4
1710,6211,8
1710,6223,4
1710,6257,3
1710,6276,85
1710,6345,3
1710,6386,4
1710,6526,8
1711,900,1
1711,2968,1
1711,3062,7
1711,4305,7
1711,4383,1
1712,321,11
1712,2292,6
1712,2661,7
1712,2666,5
1712,3863,13
1713,750,3
1713,1785,2
1713,3863,9
1713,4207,4
1713,4416,2
1713,4759,1
1713,4885,1
1713,5572,1
1714,5285,6
1717,3619,3
1718,5087,6
1719,837,2
1720,4246,3
1721,1234,3
1721,1721,3
1721,5990,6
1722,1870,4
1723,1847,10
1724,1724,2
1724,1847,8
1725,1725,3
1726,301,8
1727,1710,6
1728,1026,12
1728,5566,3
1729,1061,1
1729,2693,4
1729,2910,2
1730,2756,1
1730,4370,1
1731,3457,1
1732,544,6
1732,1017,3
1733,1460,1
1733,1847,3
1734,5509,4
1735,1125,1
1735,3172,1
1735,5212,1
1736,627,6
1736,2300,15
1736,3344,27
1737,3609,6
1739,6056,4
1740,835,12
1740,1091,3
1740,1208,3
1740,1403,1
1740,1740,1
1740,5889,3
1740,5967,1
1740,6523,1
1741,1331,1
1741,1512,4
1741,1648,17
1741,2537,6
1741,2980,1
1741,3037,3
1741,3171,6
1741,3353,4
1741,3616,3
1741,5137,1
1742,4,2
1742,153,1
1742,235,8
1742,321,2
1742,420,1
1742,522,6
1742,590,13
1742,851,2
1742,867,2
1742,971,4
1742,1168,5
1742,1350,1
1742,1409,12
1742,1591,1
1742,1742,2
1742,1922,11
1742,1928,2
1742,1934,1
1742,1961,36
1742,2089,5
1742,2099,11
1742,2108,1
1742,2187,11
1742,2213,12
1742,2459,17
1742,2547,1
1742,2691,1
1742,2792,1
1742,2820,12
1742,2996,29
1742,3004,26
1742,3029,4
1742,3040,2
1742,3084,3
1742,3145,7
1742,3226,1
1742,3346,103
1742,3354,5
1742,3387,8
1742,3451,2
1742,3502,6
1742,3528,18
1742,3642,5
1742,3688,2
1742,3879,9
1742,4091,12
1742,4107,13
1742,4341,5
1742,4429,2
1742,4530,4
1742,4839,3
1742,4872,1
1742,5025,2
1742,5091,5
1742,5095,4
1742,5193,3
1742,5337,2
1742,5402,2
1742,5420,8
1742,5437,1
1742,5504,3
1742,5687,1
1742,5770,1
1742,5791,1
1742,5990,18
1742,6056,2
1742,6274,2
1742,6280,2
1742,6302,1
1742,6349,1
1742,6554,8
1743,3905,1
1743,4412,1
1745,171,5
1745,1072,3
1745,2219,5
1745,3760,10
1745,4137,2
1745,5096,6
1745,5110,8
1745,5215,12
1745,5294,1
1745,5911,3
1746,1400,4
1746,1632,8
1746,2094,2
1746,2209,6
1746,2369,6
1746,4759,2
1746,5872,6
1747,358,2
1747,1342,2
1747,1994,2
1747,2614,2
1747,2978,4
1747,5301,2
1747,5868,2
1748,3417,6
1749,5479,6
1750,1330,6
1750,5086,6
1751,2693,14
1751,2720,6
1752,520,1
1752,679,1
1752,1329,1
1752,1430,1
1752,2012,1
1752,2075,1
1752,3798,1
1752,5223,5
1753,98,2
1753,1689,4
1753,1753,7
1753,3044,4
1753,3454,1
1753,3792,1
1753,3874,2
1753,4151,1
1753,4836,2
1753,5288,1
1753,6312,19
1754,512,1
1754,3417,8
1754,4053,1
1754,4544,2
1755,869,4
1755,3787,3
1756,646,8
1756,1463,1
1756,3497,3
1756,4055,1
1756,4391,6
1756,5187,1
1757,159,3
1757,1374,3
1758,3417,1
1758,4306,2
1759,2999,1
1759,4298,1
1759,5341,1
1760,1760,10
1762,1760,14
1763,170,6
1764,971,1
1764,1648,3
1764,1961,3
1764,2408,1
1764,4055,1
1764,4412,1
1764,6510,3
1765,1374,6
1765,4073,2
1765,5509,2
1765,6056,2
1765,6415,6
1767,5509,2
1768,4035,2
1768,5363,9
1769,122,3
1769,2632,3
1770,3344,4
1771,5509,2
1771,5968,3
1772,493,4
1772,544,6
1772,648,4
1772,1772,2
1772,2619,2
1772,3344,9
1772,4044,2
1772,4171,2
1772,4918,2
1772,5376,3
1772,5693,3
1773,489,3
1773,753,1
1773,841,1
1773,970,1
1773,971,1
1773,1010,3
1773,1026,20
1773,1074,1
1773,1221,2
1773,1438,1
1773,1649,1
1773,1694,1
1773,1742,1
1773,1773,9
1773,1919,20
1773,1922,16
1773,1934,1
1773,2085,8
1773,2093,4
1773,2131,1
1773,2133,3
1773,2209,2
1773,2300,1
1773,2365,3
1773,2631,3
1773,2707,1
1773,2750,2
1773,2757,3
1773,2767,6
1773,2891,2
1773,2975,5
1773,3004,1
1773,3029,3
1773,3032,1
1773,3040,5
1773,3073,1
1773,3108,20
1773,3246,6
1773,3344,3
1773,3387,2
1773,3438,1
1773,3636,4
1773,3857,6
1773,3863,7
1773,4014,11
1773,4109,3
1773,4284,3
1773,4304,4
1773,4429,1
1773,4430,1
1773,4432,2
1773,4852,4
1773,5216,1
1773,5223,2
1773,5326,9
1773,5410,1
1773,5422,3
1773,5429,10
1773,5462,2
1773,5509,2
1773,5898,1
1773,5906,1
1773,5940,3
1773,6060,1
1773,6184,1
1773,6324,3
1773,6415,3
1773,6572,2
1774,4073,3
1774,5509,4
1775,2750,6
1775,3417,6
1776,1137,3
1776,1801,3
1776,4056,3
1776,4344,3
1776,5291,3
1776,6240,3
1777,1383,2
1777,2441,2
1777,5122,1
1777,6204,1
1777,6274,2
1778,4177,23
1778,6062,23
1779,331,1
1779,2513,1
1779,2554,2
1779,2562,2
1779,3048,3
1779,3863,2
1779,4044,8
1779,4383,1
1779,5223,1
1779,5277,1
1779,6180,1
1779,6505,1
1781,1112,1
1781,4602,1
1782,3760,6
1782,5215,1
1783,522,6
1783,1356,6
1783,1377,2
1783,1919,2
1783,2017,1
1783,2085,2
1783,2093,2
1783,2459,6
1783,3004,2
1783,6127,2
1784,2408,2
1784,4173,9
1785,288,2
1785,544,6
1785,697,3
1785,1049,1
1785,1546,1
1785,1713,1
1785,1785,1
1785,1922,9
1785,2710,1
1785,2903,3
1785,3344,3
1785,3418,1
1785,3718,6
1785,3863,1
1785,4416,2
1785,4622,2
1785,4759,1
1785,5119,3
1785,5133,1
1785,5808,6
1785,6175,3
1785,6357,15
1786,3392,5
1786,6099,5
1786,6415,3
1787,266,4
1787,412,4
1787,1244,4
1788,1788,9
1789,168,6
1789,453,2
1789,661,2
1789,790,5
1789,1426,8
1789,1449,2
1789,1828,4
1789,2226,2
1789,2623,2
1789,2626,2
1789,2736,1
1789,2767,2
1789,3263,2
1789,3602,6
1789,3863,2
1789,4024,2
1789,4073,32
1789,4093,2
1789,4856,4
1789,5509,9
1789,5810,2
1789,5839,2
1789,5852,2
1789,5966,3
1789,6056,33
1789,6248,2
1790,321,3
1791,1648,2
1792,6056,2
1793,895,38
1793,3124,41
1793,5985,6
1794,1705,3
1794,2672,6
1794,2693,6
1794,5983,4
1795,3060,1
1795,3609,5
1795,3861,4
1795,4506,2
1795,5232,2
1796,1313,6
1796,1386,2
1796,1796,1
1796,1847,2
1796,2344,6
1796,3215,6
1796,3787,7
1796,3863,1
1796,4173,3
1796,4497,7
1796,4852,1
1796,5839,1
1796,5862,6
1796,6180,1
1796,6253,1
1797,438,2
1797,1097,16
1797,1389,14
1797,5501,1
1798,159,2
1798,753,1
1798,1374,18
1798,1864,5
1798,1926,2
1798,2209,8
1798,2891,4
1798,3629,5
1798,3653,8
1798,4140,3
1798,4310,2
1798,4365,3
1798,4785,15
1798,5872,2
1799,2720,4
1800,368,1
1800,858,6
1800,892,2
1800,1072,3
1800,1107,2
1800,1138,2
1800,1567,1
1800,1847,10
1800,2083,2
1800,2182,11
1800,2366,1
1800,2604,2
1800,2623,2
1800,2651,3
1800,2767,3
1800,3043,1
1800,3055,1
1800,3329,1
1800,3344,16
1800,3529,1
1800,3718,1
1800,3961,4
1800,3995,4
1800,4073,3
1800,4127,12
1800,4412,1
1800,4443,1
1800,5119,9
1800,5178,11
1800,5214,2
1800,5223,1
1800,5466,4
1800,5509,65
1800,5655,3
1800,5657,6
1800,5839,16
1800,5968,30
1800,5974,9
1800,6056,34
1800,6180,3
1800,6294,8
1800,6314,6
1800,6501,1
1800,6522,4
1801,293,3
1801,1374,9
1801,3814,3
1801,5076,3
1801,5577,3
1801,5986,3
1802,313,2
1802,1847,1
1802,2720,2
1802,3961,1
1802,5355,4
1802,5983,2
1804,2652,10
1805,4073,5
1806,2750,12
1807,674,1
1807,1807,11
1807,3217,3
1807,3288,2
1807,3342,22
1807,3519,1
1807,3788,1
1807,3823,3
1807,4477,2
1807,5774,6
1807,5796,29
1807,5998,2
1807,5999,3
1809,2418,2
1810,1961,3
1810,2346,2
1811,1811,9
1812,5478,1
1812,6442,3
1813,1813,5
1813,4073,5
1814,376,3
1814,4042,3
1815,2209,5
1816,505,3
1816,1011,3
1816,2693,10
1816,2720,10
1816,5990,3
1817,4073,2
1817,4856,2
1817,6415,3
1817,6522,2
1818,1366,3
1818,1818,9
1818,2513,3
1818,4439,6
1818,6415,3
1819,1807,3
1819,3288,2
1819,3823,3
1819,5999,3
1820,649,4
1820,1343,1
1820,1367,1
1820,1542,1
1820,1651,1
1820,1820,3
1820,2551,3
1820,2570,1
1820,3321,1
1820,3683,1
1820,3984,1
1820,4123,1
1820,4591,1
1820,4763,1
1820,4800,1
1820,4934,1
1820,5341,4
1820,5380,1
1820,5869,1
1820,6290,16
1821,5341,1
1821,5911,5
1822,2201,1
1822,2710,3
1822,3640,3
1822,3863,9
1823,1404,1
1823,5900,2
1823,5983,1
1824,828,6
1824,2720,9
1824,3097,2
1824,4598,4
1826,2720,4
1827,954,2
1827,1773,2
1827,1827,2
1827,2278,1
1827,2975,2
1827,3029,1
1827,3857,2
1827,3965,8
1827,4811,1
1827,5509,3
1827,5628,1
1827,5926,3
1827,6415,21
1827,6434,1
1827,6565,2
1827,6570,1
1828,661,2
1828,1426,5
1828,1458,2
1828,1789,6
1828,2626,2
1828,2666,2
1828,3224,12
1828,3863,19
1828,4073,6
1828,4835,4
1828,5582,4
1829,4073,2
1829,5708,2
1830,753,3
1830,2201,3
1830,4830,3
1830,5158,3
1830,6257,6
1831,3457,5
1832,5341,3
1832,6290,3
1833,2801,3
1834,271,7
1834,551,32
1834,606,4
1834,706,1
1834,1308,3
1834,1560,4
1834,1653,1
1834,1834,4
1834,2090,4
1834,2589,3
1834,2709,17
1834,3010,9
1834,3252,5
1834,3497,17
1834,3627,36
1834,3765,1
1834,3775,8
1834,3852,1
1834,3897,23
1834,3983,2
1834,4303,1
1834,4391,8
1834,4447,1
1834,4589,6
1834,4824,1
1834,5201,3
1834,5227,16
1834,5247,3
1834,5304,3
1834,5494,1
1834,5692,1
1834,5697,27
1834,6086,3
1834,6124,25
1834,6211,20
1836,6415,6
1837,1837,3
1837,3798,1
1837,5293,1
1838,776,4
1838,1374,6
1838,3303,1
1838,5560,1
1838,6148,1
1838,6405,3
1839,1093,4
1839,2608,4
1839,3391,1
1839,3863,1
1841,2554,7
1841,2750,3
1841,3344,3
1841,3417,4
1841,4196,4
1841,5911,10
1842,3417,30
1842,4052,2
1842,4544,18
1843,171,16
1843,180,13
1843,223,13
1843,253,2
1843,338,2
1843,370,2
1843,717,3
1843,884,4
1843,1213,4
1843,1295,2
1843,1455,2
1843,1562,1
1843,1696,2
1843,2288,7
1843,2573,12
1843,2708,1
